재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기말	전기말	전전기말	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition	            당기손익-공정가치측정금융부채	114,825,062	47,390,899	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentPortionOfLongtermBorrowings	            유동성장기부채	15,000,000,000	15,000,000,000	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentProvisions	            유동충당부채	7,142,177,590	7,936,117,235	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentTaxLiabilities	            당기법인세부채	5,203,133,080	987,528,733	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherCurrentLiabilities	            기타 유동부채	1,242,351,819	966,973,300	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ShorttermBorrowings	            유동 차입금	79,073,566,710	64,280,166,507	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_TradeAndOtherCurrentPayables	            매입채무및기타채무	19,224,458,698	18,968,784,271	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Liabilities	         부채총계	142,107,909,147	113,135,915,138	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentLiabilities	         비유동부채	3,660,142,315	697,358,712	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentPayables	            장기매입채무및기타채무	215,488,316	215,488,316	
재무상태표, 유동/비유동법 - 연결	[068790]	DMS	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherNoncurrentLiabilities	            기타 비유동 부채	444,653,999	481,870,396	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Assets	         자산총계	629,553,669,441	423,500,447,557	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentAssets	         유동자산	229,728,203,591	147,043,191,219	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_ShortTermTradeReceivable	            매출채권	12,975,102,428	11,457,319,700	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	entity00365590_udf_BS_2023898413726_CurrentAssets	            매각예정비유동자산	47,582,823,107	47,582,823,107	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CashAndCashEquivalents	            현금및현금성자산	55,569,341,424	16,768,574,597	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition	            공정가치측정금융자산	92,041,017,871	50,793,156,023	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentTaxAssets	            당기법인세자산	68,347,200	0	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Inventories	            재고자산	5,237,967,596	5,266,832,007	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherCurrentAssets	            기타유동자산	771,198,174	694,600,107	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherCurrentFinancialAssets	            기타유동금융자산	15,482,405,791	14,479,885,678	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentAssets	         비유동자산	399,825,465,850	276,457,256,338	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_LongTermTradeReceivablesGross	            장기매출채권	0	0	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IntangibleAssetsOtherThanGoodwill	            무형자산	55,695,735,965	55,800,811,262	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_InvestmentProperty	            투자부동산	1,139,162,069	1,145,512,376	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_InvestmentsInAssociates	            종속기업및관계기업투자주식	41,322,753,940	37,209,274,627	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition	            공정가치측정금융자산	224,926,672,282	108,703,158,021	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherNoncurrentAssets	            기타비유동자산	0	0	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherNoncurrentFinancialAssets	            기타비유동금융자산	676,422,400	680,197,154	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_PropertyPlantAndEquipment	            유형자산	75,031,428,386	71,565,810,967	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_RightofuseAssets	            사용권자산	1,033,290,808	1,352,491,931	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Equity	         자본총계	432,842,765,333	231,212,934,288	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_EquityAttributableToOwnersOfParent	         지배기업 소유주지분	432,134,155,738	230,796,723,443	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_ElementsOfOtherStockholdersEquity	            기타자본구성요소	36,585,921,241	36,585,989,927	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_OtherComprehensiveIncomeLossAccumulatedAmount	            기타포괄손익누계액	12,064,069,731	9,795,859,404	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IssuedCapital	            자본금	54,273,709,000	51,406,912,500	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_RetainedEarnings	            이익잉여금(결손금)	155,524,958,115	10,430,563,133	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_SharePremium	            주식발행초과금	173,685,497,651	122,577,398,479	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncontrollingInterests	         비지배지분	708,609,595	416,210,845	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_EquityAndLiabilities	      자본과부채총계	629,553,669,441	423,500,447,557	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentLiabilities	         유동부채	144,795,738,539	135,456,989,572	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_CurentPortionOfFinanceLeaseLiabilities	            리스부채	763,569,805	922,333,520	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_CurrentPortionOfBonds	            유동성사채	81,008,586,931	96,541,148,375	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_ShortTermTradePayables	            매입채무	6,199,116,409	5,160,179,449	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentPortionOfLongtermBorrowings	            유동성장기차입금	13,420,000,000	7,060,000,000	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentProvisions	            충당부채	28,278,830	29,846,753	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentTaxLiabilities	            당기법인세부채	7,800,080,080	7,554,590,030	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherCurrentFinancialLiabilities	            기타유동금융부채	3,448,195,141	4,860,497,679	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherCurrentLiabilities	            기타유동부채	2,241,984,879	3,108,393,766	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ShorttermBorrowings	            단기차입금	29,885,926,464	10,220,000,000	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Liabilities	         부채총계	196,710,904,108	192,287,513,269	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentLiabilities	         비유동부채	51,915,165,569	56,830,523,697	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_LongTermBorrowingsGross	            장기차입금	16,300,000,000	21,555,000,000	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_NonCurrentDerivativeLiabilities	            파생상품부채	23,822,228	33,229,382	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_NonCurrentFinanceLeaseLiabilities	            리스부채	271,357,781	424,014,817	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	dart_PostemploymentBenefitObligations	            순확정급여부채	369,214,656	615,572,286	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	entity00365590_udf_BS_2024318152929193OfNoncurrentLiabilities	            사채	30,948,429,659	29,855,004,141	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_DeferredTaxLiabilities	            이연법인세부채	2,975,913,912	3,344,720,475	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentProvisions	            비유동충당부채	0	0	
재무상태표, 유동/비유동법 - 연결	[067630]	HLB생명과학	코스닥시장상장법인	213	의료용품 및 기타 의약 관련제품 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherNoncurrentFinancialLiabilities	            기타비유동금융부채	1,026,427,333	1,002,982,596	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Assets	         자산총계	129,983,197,928	125,506,249,368	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentAssets	         유동자산	62,589,243,839	64,164,329,228	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_ShortTermTradeReceivable	            매출채권	11,426,136,392	10,980,882,119	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	entity00230911_udf_BS_20171031173542150_CurrentAssets	            기타수취채권	290,633,628	110,103,140	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CashAndCashEquivalents	            현금및현금성자산	29,558,822,244	30,897,722,374	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition	            당기손익-공정가치측정금융자산	455,481,084	422,393,763	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Inventories	            재고자산	20,426,018,264	21,098,604,400	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_OtherCurrentAssets	            기타유동자산	414,424,038	617,826,978	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents	            단기금융상품	17,728,189	36,796,454	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentAssets	         비유동자산	67,393,954,089	61,341,920,140	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_InvestedAssetForPostemploymentBenefit	            순확정급여자산	0	143,777,967	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	dart_LongTermDepositsNotClassifiedAsCashEquivalents	            장기금융상품	18,971,383	31,653,459	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	entity00230911_udf_BS_201710311758632_NoncurrentAssets	            기타수취채권	89,349,168	22,000,000	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_IntangibleAssetsOtherThanGoodwill	            무형자산	1,371,493,815	1,211,434,024	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_InvestmentProperty	            투자부동산	27,416,885,482	27,428,459,053	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition	            당기손익-공정가치측정금융자산	6,473,816,525	6,334,032,820	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_PropertyPlantAndEquipment	            유형자산	32,023,437,716	26,170,562,817	
재무상태표, 유동/비유동법 - 연결	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2024-03-31	1분기보고서	KRW	ifrs-full_Equity	         자본총계	115,226,716,006	114,507,188,074	
